Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1.69362E+11,1.78042E+11,1.85826E+11,2.10147E+11,2.34333E+11,2.57339E+11,2.60922E+11,2.74597E+11,3.07381E+11,3.3626E+11,3.67702E+11,4.21177E+11,5.46403E+11,6.92839E+11,7.63133E+11,8.25264E+11,9.21052E+11,9.85791E+11,1.18749E+12,1.35074E+12,1.48886E+12,1.46323E+12,1.4351E+12,1.46755E+12,1.55017E+12,1.62416E+12,1.62107E+12,1.77518E+12,1.93439E+12,2.16552E+12,2.2473E+12,2.42399E+12,2.69989E+12,3.06243E+12,3.45353E+12,3.79138E+12,4.05515E+12,4.12485E+12,3.96976E+12,4.32101E+12,4.329E+12,4.28846E+12,4.78272E+12,5.65648E+12,6.7362E+12,7.91561E+12,9.7572E+12,1.18644E+13,1.17306E+13,1.40974E+13,1.65067E+13,1.74812E+13,1.86576E+13,
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1549623556,1709221321,1538971682,1974511146,1889185075,1808775748,1598149807,1593701209,2004342742,2137241935,2807342742,2189502775,3964295673,4090252474,3538292267,3667161241,4114664911,4910255623,7181180175,10163020116,11048335541,9178802451,5102281489,4850241442,4732017873,5880112947,7367494222,8213515459,8438951476,9298839655,11206193313,12878157306,15002144584,17474578502,19297663097,20515465834,23969746851,25385928196,23983945191,22823255806,20898788420,13606494599,12045627411,13686333822,17362872710,19579479147,23410536914,30366148205,30461322555,38881102075,47236710623,50004354667,55707944642,
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,5.39051E+11,5.79748E+11,6.1167E+11,6.56912E+11,7.12082E+11,7.80761E+11,8.25056E+11,9.01456E+11,9.73385E+11,1.0759E+12,1.1678E+12,1.2824E+12,1.4285E+12,1.5488E+12,1.6889E+12,1.8776E+12,2.086E+12,2.3566E+12,2.6321E+12,2.8625E+12,3.2109E+12,3.345E+12,3.6381E+12,4.0407E+12,4.3467E+12,4.5901E+12,4.8702E+12,5.2526E+12,5.6577E+12,5.9796E+12,6.174E+12,6.5393E+12,6.8787E+12,7.3087E+12,7.664E+12,8.1002E+12,8.6085E+12,9.0891E+12,9.6657E+12,1.02897E+13,1.06253E+13,1.09802E+13,1.15122E+13,1.2277E+13,1.30954E+13,1.38579E+13,1.44803E+13,1.47203E+13,1.44179E+13,1.49583E+13,1.55338E+13,1.62446E+13,1.68E+13,
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360607991,13800157749,12953800571,13099928532,12899074347,13350461533,13948892216,14744603774,14988971211,17078465982,13760374488,11401351420,9687951055,10128112401,12030023548,14307509839,17030896203,22311393928,27934030937,32816828373,39332770929,45324319955,51183443225,56795656325,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,13999964.81,14524963.49,13708298.88,14758296.24,15108295.36,16099959.54,15835088.4,15350000,16650000,18450000,20051648.11,27585488.22,30165373.24,32924215.75,33237149.31,32792487.63,36537036.39,46599999.18,54511110.15,60307406.34,74799998.68,85448146.64,94044442.78,103499992.2,112881479.5,127974065.9,142329621.2,164574077.1,177296293.2,198207403.9,212492582.9,233188878.8,238774063.9,243255557.2,266481488.6,281518501.7,293070365.2,317851822.5,331866660.8,397447006.7,431017935,462641609.6,482397041.1,522544701.9,551431645.4,611040126.2,684074074.1,695555555.6,674814814.8,681481481.5,677037037,694444444.4,725555555.6,
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,8923366628,9873397859,10663375514,9113580696,9602944668,10096574670,10472776744,11470909285,11927570677,12993115056,14471557938,15922867181,19445932860,29087099933,31413164179,36272315695,42337056975,46507640231,55750554789,67135122864,75498829319,76693647866,78586503426,55952339080,57935742247,58915108094,45343793676,58428404474,42142303739,47027508385,51734363024,58470358476,58107555298,56529904239,74888742184,68258588863,85837385779,91338542542,97974136437,1.17148E+11,1.2291E+11,92889586976,83622191419,1.12451E+11,1.45513E+11,1.83478E+11,2.30364E+11,3.156E+11,3.29419E+11,3.93802E+11,3.16482E+11,3.81286E+11,4.38284E+11,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,25700000,36900000,41400000,53800000,66500000,84100000,115400000,173800000,211300000,219000000,257000000,307100000,351600000,395400000,399800000,440000000,461800000,512900000,606700032,727800000,821800000,832600000,916899968,985400000,990400000,1035600000,1147800064,1204600064,1343900032,1564700032,1671200000,1770899968,1996000000,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,14094688428,26336617864,36658108169,25423812494,6293304847,6471740486,9613369554,9866990096,13180954014,16286434094,20736163915,24657470332,26843701137,27209601996,28683658005,33640085728,35291349277,37947904054,42717072778,49424107710,57633255739,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71392E+11,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,119258829.4,113423182.2,98746408.99,98144643.75,110123776.8,135553759.4,123698508.8,118691400.8,130834146.2,148545377.9,144482170.5,158397406.3,188869985.2,196142588,188080372.4,219260343.3,233902114.7,245177629.3,255890215.7,262301249,267999225.3,272014693.1,257926881.7,262603781.8,314463144,364996869.1,394962552.3,437072933.9,526425740.4,607983815.3,610075806.7,700804286.2,785745262.1,786938334.9,834760110.3,
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2827366693,3218809723,3363707448,3701921781,3944196114,4178802876,4197477669,3901184656,3434193842,3832458301,4196526669,4636775200,4623453867,5184796944,6247300000,6719600000,8330600000,9775300000,10238909204,,
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1.40497E+12,1.50938E+12,1.62432E+12,1.78067E+12,1.93945E+12,2.10338E+12,2.23763E+12,2.41174E+12,2.65453E+12,2.95119E+12,3.26124E+12,3.76199E+12,4.58735E+12,5.2834E+12,5.8895E+12,6.40541E+12,7.24024E+12,8.53541E+12,9.89406E+12,1.11182E+13,1.14396E+13,1.13357E+13,1.15938E+13,1.20338E+13,1.2653E+13,1.49559E+13,1.69745E+13,1.89931E+13,1.99545E+13,2.22798E+13,2.33782E+13,2.5013E+13,2.54698E+13,2.74095E+13,3.03326E+13,3.09715E+13,3.09078E+13,3.07746E+13,3.19381E+13,3.29811E+13,3.27805E+13,3.40014E+13,3.81517E+13,4.29397E+13,4.64689E+13,5.03349E+13,5.66962E+13,6.21706E+13,5.88859E+13,6.45527E+13,7.14488E+13,7.29084E+13,7.49098E+13,
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,108006925.4,99668848.77,97298513.65,85156795.76,89947043.68,99540468.21,118518518.7,109494843.3,112058888.2,111908236,117883207.8,118613703.6,197000394.5,200357402.8,222670196.5,254361347.2,240113812.9,230621434.5,239698992.4,243324190.3,256677700.1,301905953,374507187.9,412220560.3,453082900.1,490916834.7,573939143.6,501065926.5,572971726.9,631791993.5,684273266.6,694376559.1,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647251908,5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6839039030,6325219773,7641101221,9636342275,9854042165,10693278292,11777768087,13873500888,16753787028,19081726103,25633674564,30397203369,27838718233,31743751169,29207296703,31992801303,35954502304,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,7742786640,8269859505,9175047802,10071641671,11002595335,11995195207,13382594742,14475993857,16315592943,17907392934,19764631618,20753098452,28445480883,35728950449,36947551444,35475199969,39400150187,45328400549,55936738634,80543504131,86830012489,80086547270,86013096940,85171208724,67066232217,79501624654,1.04022E+11,1.14631E+11,1.24908E+11,1.12014E+11,1.20225E+11,1.30513E+11,1.30406E+11,1.35778E+11,1.51113E+11,1.43732E+11,1.48814E+11,1.34296E+11,1.33184E+11,1.32878E+11,1.18479E+11,1.11101E+11,1.68219E+11,2.19093E+11,2.47052E+11,2.61007E+11,2.86172E+11,2.73142E+11,2.84183E+11,3.65208E+11,4.03894E+11,3.82338E+11,3.5063E+11,
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3086746936,3779841410,6213185774,2881545277,4043901724,4532660145,3384063360,3909780525,5032434971,4877684933,5594770352,6173712809,7870239464,9596960174,10237343153,9648583220,12344424776,15372607995,15068422242,14394927493,12537821040,13651667371,11006712649,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9087965282,8206227134,10707792340,5820383306,5643439262,5771454884,6090840527,6215591272,4711259427,19088046305,7438189100,8728037672,8937565919,10297481118,11964484458,14296505933,16364027647,19206060075,18262773766,20523286237,23831631365,27452795398,30629191170,
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,682359727.3,679279728.6,704339718.5,822639671.3,1061199576,1238999505,1340639464,1573739326,1926399230,1788779240,1653259296,1872416725,2434255188,2910981312,2442672141,2742859309,2515296940,2811032513,3353445539,3884531016,4008126571,3871117196,3321048349,2719518827,2252454551,1664413508,2265250999,3728878157,3994673263,3288381745,3376791604,3182810920,3273507683,3346576377,3477645423,3270303803,3910391437,3237205255,3131340054,3253551750,3653822712,3711284087,4341841414,5439176376,7178556337,10702200822,11541420981,14640792100,12805029522,16190196832,19201691493,20596424325,22383715315,
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1096646620,1117601632,1159511745,1217137959,1311435825,1281749476,1397001995,1479599898,1747998819,1884206350,2178716264,2677729443,3309353601,3982161446,4371300709,4318372004,4364382098,4351600474,5177459391,6678868224,8011373807,8539700674,7764066989,6352125901,5637259335,6217523684,6741215095,7814784052,8286322699,8783816666,8641481701,6751472201,6563813295,6890674989,7111270669,8553146597,8529571573,6401968164,6858013063,6689957610,6777384733,6342116354,5727591778,5805598443,5755215232,5443896500,5291950101,4415702801,8157077422,9456808151,10956226611,12472416688,12801964993,
